Nome,Cervejaria,Grupo,Estilo,Alcool,Ativa,Sazonal,Minima,Maxima,Copo,Geral,Aroma,Aparencia,Sabor,Sensacao,Conjunto,Votos
Bauhaus Cobre,Cervejaria Premium:: ver detalhes da cervejariaEstiloPremium American Lager  Álcool (%)5.1% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Pilsner,NA,Premium American Lager,5.1,SIM,Não é sazonal,0,4, Pilsner,2.8,5,3,11,3,6,55
Bavaria,Cervejaria Heineken,Heineken,Standard American Lager,4.3,SIM,Não é sazonal,0,4, Lager (Chope) Pilsner Caldereta,1.5,2,2,5,2,3,150
Bavaria Premium,Cervejaria Heineken,Heineken,Premium American Lager,4.8,SIM,Não é sazonal,0,4, Lager (Chope) Pilsner Caldereta,2.3,4,3,9,3,5,216
Bavaria Sem Álcool,Cervejaria Heineken,HeinekenImportadoraFEMSA,Sem álcool,0.5,SIM,Não é sazonal,0,4, Pilsner Caldereta,1,2,1,2,NA,NA,33
Belco Claro,BelcoEstiloStandard American Lager  Álcool (%)4.7% ABVIngredientesChopp claro, acidulante INS 330 e aroma natural de caramelo.AtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Pilsner Lager (Chope) CalderetaVisite o website,NA,Standard American Lager,4.7,SIM,Não é sazonal,330,NA, Pilsner Lager (Chope) Caldereta,1.6,3,2,6,2,3,30
Bier Hoff Cocada Preta,Bier Hoff Micro Cervejaria:: ver detalhes da cervejariaEstiloSpecialty Beer  Álcool (%)5.9% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Pint,NA,Specialty Beer,5.9,SIM,Não é sazonal,5,7, Pint,3.2,6,4,13,3,6,28
Bier Hoff IPA,Bier Hoff Micro Cervejaria:: ver detalhes da cervejariaEstiloIndia Pale Ale (IPA)  Álcool (%)6.8% ABVIBU53IngredientesMalte, Lúpulo, fermento, águaAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Caneca Pint TumblerVisite o website,NA,India Pale Ale (IPA),6.8,SIM,Não é sazonal,53,5, Caneca Pint Tumbler,3.3,6,4,13,3,7,46
Bier Hoff Jerimoon Pumpkin Ale,Bier Hoff Micro Cervejaria:: ver detalhes da cervejariaEstiloPumpkin Ale  Álcool (%)5.5% ABVIngredientesMaltes importados, abóbora caramelizada e especiarias.AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TaçaVisite o website,NA,Pumpkin Ale,5.5,SIM,Não é sazonal,NA,5, Taça,3.6,7,4,14,4,7,42
Bier Hoff Nigra,Bier Hoff Micro Cervejaria:: ver detalhes da cervejariaEstiloMunich Dunkel  Álcool (%)4.8% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Lager (Chope)Visite o website,NA,Munich Dunkel,4.8,SIM,Não é sazonal,5,7, Lager (Chope),2.9,5,3,12,3,6,28
Bier Hoff Red Ale,Bier Hoff Micro Cervejaria:: ver detalhes da cervejariaEstiloBarley Wine  Álcool (%)8.5% ABVIBU42AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Taça Cálice (Trapista) ConhaqueVisite o website,NA,Barley Wine,8.5,SIM,Não é sazonal,42,8, Taça Cálice (Trapista) Conhaque,3.6,7,4,14,4,7,41
Bier Hoff Weizen,Bier Hoff Micro Cervejaria:: ver detalhes da cervejariaEstiloGerman Weizen  Álcool (%)4.8% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal WeizenVisite o website,NA,German Weizen,4.8,SIM,Não é sazonal,5,7, Weizen,3.3,7,3,13,3,7,33
Bierbaum Bock,Cervejaria BierbaumEstiloTraditional Bock  Álcool (%)6.7% ABVAtivaSIMSazonalNão é sazonalVisite o website,NA,Traditional Bock,6.7,SIM,Não é sazonalVisite o website,NA,NA,NA,3.5,7,4,14,3,7,29
Bierbaum Dunkel,Cervejaria BierbaumEstiloSchwarzbier  Álcool (%)5.8% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Schwarzbier,5.8,SIM,Não é sazonal,5,7, Tulipa,3.4,7,4,14,3,7,32
Bierbaum Gold,Cervejaria BierbaumEstiloPremium American Lager  Álcool (%)5.7% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Lager (Chope) CalderetaVisite o website,NA,Premium American Lager,5.7,SIM,Não é sazonal,5,7, Lager (Chope) Caldereta,3.1,6,3,12,3,6,30
Bierbaum Lager,Cervejaria BierbaumEstiloStandard American Lager  Álcool (%)4.8% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope) CalderetaVisite o website,NA,Standard American Lager,4.8,SIM,Não é sazonal,0,4, Lager (Chope) Caldereta,2.8,5,3,11,3,6,29
Bierbaum Weiss Helles,Cervejaria BierbaumEstiloGerman Weizen  Álcool (%)4.9% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Weizen,NA,German Weizen,4.9,SIM,Não é sazonal,5,7, Weizen,3.3,6,4,13,3,6,39
Bierland American Ipa,Bierland:: ver detalhes da cervejariaEstiloAmerican IPA  Álcool (%)6.5% ABVIBU57Cor SRM10,60AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,American IPA,6.5,SIM,Não é sazonal,57,5, Pint,3.6,7,4,15,4,7,29
Bierland American Red Ale,Bierland:: ver detalhes da cervejariaEstiloAmerican Amber Ale  Álcool (%)5.2% ABVIngredientesMalte, lúpulo, fermento e águaAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,American Amber Ale,5.2,SIM,Não é sazonal,5,7, Caldereta,3.6,7,4,14,4,7,44
Bierland Blumenau,Bierland:: ver detalhes da cervejariaEstiloSpecialty Beer  Álcool (%)4% ABVIngredientesMalte de cevada,lúpulo,levedura e água.AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa,NA,Specialty Beer,4,SIM,Não é sazonal,NA,5, Tulipa,3.1,6,3,13,3,6,45
Bierland Bock,Bierland:: ver detalhes da cervejariaEstiloTraditional Bock  Álcool (%)5.8% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa CalderetaVisite o website,NA,Traditional Bock,5.8,SIM,Não é sazonal,8,12, Tulipa Caldereta,3.3,6,4,13,3,7,50
Bierland Bruxa Blond Ale,Bierland:: ver detalhes da cervejariaEstiloBelgian Blond Ale  Álcool (%)7.5% ABVAtivaSIMSazonalOutrosTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Belgian Blond Ale,7.5,SIM,Outros,5,7, Tulipa,3.6,7,4,15,4,7,44
Bierland Imperial Stout,Bierland:: ver detalhes da cervejariaEstiloRussian Imperial Stout  Álcool (%)7% ABVIngredientesmalte de cevada, lúpulo, levedo, açúcar mascavo e águaAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal ConhaqueVisite o website,NA,Russian Imperial Stout,7,SIM,Não é sazonal,8,12, Conhaque,3.7,7,4,15,4,7,82
Bierland Pale Ale,Bierland:: ver detalhes da cervejariaEstiloExtra Special Bitter/English Pale Ale  Álcool (%)4.8% ABVIngredientesMalte, Lúpulo, Ferment e águaAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Pint CalderetaVisite o website,NA,Extra Special Bitter/English Pale Ale,4.8,SIM,Não é sazonal,5,7, Pint Caldereta,3.4,7,3,14,3,7,96
Bierland Pilsen,Bierland:: ver detalhes da cervejariaEstiloStandard American Lager  Álcool (%)4.8% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope)Visite o website,NA,Standard American Lager,4.8,SIM,Não é sazonal,0,4, Lager (Chope),3,5,3,12,3,6,64
Bierland Vienna,Bierland:: ver detalhes da cervejariaEstiloVienna Lager  Álcool (%)5.4% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,Vienna Lager,5.4,SIM,Não é sazonal,5,7, Caldereta,3.7,7,4,15,4,7,134
Bierland Weizenbier,Bierland:: ver detalhes da cervejariaEstiloGerman Weizen  Álcool (%)4.7% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal WeizenVisite o website,NA,German Weizen,4.7,SIM,Não é sazonal,5,7, Weizen,3.2,6,3,13,3,6,74
Biertruppe Vintage Nº 1,Cervejaria Bamberg:: ver detalhes da cervejariaEstiloBarley Wine  Álcool (%)9% ABVIngredientesÁgua, malte de cevada, lúpulo e fermentoAtivaNÃOSazonalInvernoTemperatura8-12 °C Copo ideal ConhaqueVisite o website,NA,Barley Wine,9,NÃO,Inverno,8,12, Conhaque,4.5,9,4,18,4,9,29
Biritis,Cervejaria DortmundEstiloVienna Lager  Álcool (%)4.8% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,Vienna Lager,4.8,SIM,Não é sazonal,5,7, Caldereta,3.2,6,4,13,3,6,88
Black Princess,Cervejaria PetrópolisEstiloDark American Lager  Álcool (%)4.8% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa CalderetaVisite o website,NA,Dark American Lager,4.8,SIM,Não é sazonal,8,12, Tulipa Caldereta,2.4,4,3,9,3,5,166
Black Princess Gold,Cervejaria PetrópolisEstiloPremium American Lager  Álcool (%)4.7% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope) Pilsner CalderetaVisite o website,NA,Premium American Lager,4.7,SIM,Não é sazonal,0,4, Lager (Chope) Pilsner Caldereta,2.3,4,3,9,3,5,168
Blackbird Küd,Cervejaria Küd:: ver detalhes da cervejariaEstiloBlack IPA  Álcool (%)8.3% ABVIBU75IngredientesÁgua, malte, lúpulo e levedurasAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal CalderetaVisite o website,NA,Black IPA,8.3,SIM,Não é sazonal,75,8, Caldereta,3.8,7,4,15,4,8,28
Bodebrown Black Rye IPA,Cervejaria Bodebrown:: ver detalhes da cervejariaEstiloBlack IPA  Álcool (%)7% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal WeizenVisite o website,NA,Black IPA,7,SIM,Não é sazonal,8,12, Weizen,4,8,4,16,4,8,37
Bodebrown / Stone Cacau IPA,Cervejaria Bodebrown:: ver detalhes da cervejariaEstiloIndia Pale Ale (IPA)  Álcool (%)6.1% ABVIngredientesÁgua, Malte, Lúpulo, Cacau, LeveduraAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Pint CalderetaVisite o website,NA,India Pale Ale (IPA),6.1,SIM,Não é sazonal,5,7, Pint Caldereta,4.1,8,4,16,4,8,97
Bodebrown Cara Preta,Cervejaria Bodebrown:: ver detalhes da cervejariaEstiloMild Ale  Álcool (%)3.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,Mild Ale,3.5,SIM,Não é sazonal,5,7, Pint,3.4,7,4,13,3,7,29
Bodebrown Cerveja do Amor,Cervejaria Bodebrown:: ver detalhes da cervejariaEstiloFruit Beer  Álcool (%)5% ABVIBU14AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa,NA,Fruit Beer,5,SIM,Não é sazonal,14,5, Tulipa,3.5,7,4,14,3,7,49
Bodebrown Hop Weiss,Cervejaria Bodebrown:: ver detalhes da cervejariaEstiloSpecialty Beer  Álcool (%)5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Weizen,NA,Specialty Beer,5,SIM,Não é sazonal,5,7, Weizen,3.7,7,4,15,4,7,61
Bodebrown Tripel Montfort,Cervejaria Bodebrown:: ver detalhes da cervejariaEstiloBelgian Tripel  Álcool (%)10% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TulipaVisite o website,NA,Belgian Tripel,10,SIM,Não é sazonal,8,12, Tulipa,3.9,8,4,16,4,8,47
Bodebrown Wee Heavy,Cervejaria Bodebrown:: ver detalhes da cervejariaEstiloStrong Scotch Ale  Álcool (%)7.2% ABVIBU20AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TaçaVisite o website,NA,Strong Scotch Ale,7.2,SIM,Não é sazonal,20,8, Taça,4.1,8,4,16,4,8,101
Bodebrown Blanche de Curitiba,Cervejaria Bodebrown:: ver detalhes da cervejariaEstiloWitbier  Álcool (%)5.2% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TumblerVisite o website,NA,Witbier,5.2,SIM,Não é sazonal,5,7, Tumbler,3.6,7,4,14,4,7,29
Bohemia,AmBev,Anheuser-InBev,Standard American Lager,5,SIM,Não é sazonal,300,405, Lager (Chope) Pilsner Caldereta,2.4,4,3,9,3,5,329
Bohemia Bela Rosa,AmBev,Anheuser-InBev,Witbier,5.2,SIM,Não é sazonal,10,5, Tulipa Tumbler,2.7,6,3,10,3,5,123
Bohemia Caá-Yari,AmBev,Anheuser-InBev,Belgian Blond Ale,6.5,SIM,Não é sazonal,17,8, Taça Cálice (Trapista),3.2,6,3,13,3,6,117
Bohemia Confraria,AmBev,Anheuser-InBev,Belgian Dubbel,6.2,SIM,Não é sazonal,NA,8, Taça,2.8,5,3,11,3,6,269
Bohemia Escura,AmBev,Anheuser-InBev,Dark American Lager,5,SIM,Não é sazonal,NA,8, Taça Caldereta,2.1,4,3,8,2,4,196
Bohemia Imperial,AmBev,Anheuser-InBev,Premium American Lager,5.2,SIM,Comemorativa,NA,316, Lager (Chope),2.8,5,4,11,3,6,101
Bohemia Jabutipa,AmBev,Anheuser-InBev,India Pale Ale (IPA),6.5,SIM,Não é sazonal,55,8, Pint,3.2,6,3,13,3,6,126
Bohemia Magna Pils,AmBev,Anheuser-InBev,German Pilsner,4.8,SIM,Não é sazonal,22,0, Pilsner,3.2,6,3,13,3,6,38
Bohemia Oaken,AmBev,Anheuser-InBev,Wood Aged Beer,6,SIM,Outros,5,7, Taça,2.3,4,4,8,3,5,83
Bohemia Weiss,AmBev,Anheuser-InBev,German Weizen,5.6,SIM,Não é sazonal,0,4, Weizen,2.7,5,3,11,3,5,191
BottoBier Zoontje,Botto BierEstiloBelgian Specialty Ale  Álcool (%)6.6% ABVIBU51AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Visite o website,NA,Belgian Specialty Ale,6.6,SIM,Não é sazonal,51,8,NA,3.8,7,4,15,4,8,47
Brahma 0,0%,AmBev,Anheuser-InBev,Sem álcool,0,SIM,Não é sazonal,0,4, Lager (Chope),1.4,2,2,5,2,3,53
Brahma Black,AmBev,Anheuser-InBev,Dark American Lager,5,SIM,Não é sazonal,5,7, Caldereta,2.5,4,4,9,3,5,125
Brahma Chopp,AmBev,Anheuser-InBev,Standard American Lager,5,SIM,Não é sazonal,3,405, Lager (Chope) Caldereta,1.9,3,2,7,2,4,382
Brahma Extra,AmBev,Anheuser-InBev,Premium American Lager,5.5,NÃO,Não é sazonal,NA,0, Pilsner,NA,NA,NA,NA,NA,NA,NA
Brahma Extra Lager Puro Malte,AmBev,Anheuser-InBev,Premium American Lager,5.5,SIM,Não é sazonal,0,4, Lager (Chope),2.5,4,3,10,3,5,94
Brahma Extra Red Lager,AmBev,Anheuser-InBev,Amber Lager,5.2,SIM,Não é sazonal,0,4, Caldereta,2.5,4,3,10,3,5,117
Brahma Extra Weiss,AmBev,Anheuser-InBev,German Weizen,4.9,SIM,Não é sazonal,0,4, Weizen,2.5,5,3,10,3,5,103
Brahma Fresh,AmBev,Anheuser-InBev,Standard American Lager,4.7,SIM,Não é sazonal,0,4, Pilsner Lager (Chope) Caldereta,1.3,2,2,4,2,3,36
Brahma Malzbier,AmBev,Anheuser-InBev,Malzbier,4,SIM,Não é sazonal,5,7, Lager (Chope),1.5,3,2,5,2,3,111
Brahma Seleção Especial,AmBev,Anheuser-InBev,Standard American Lager,4.8,SIM,Comemorativa,316,405, Lager (Chope),2.1,4,3,8,2,4,32
Burgman Casanova,Burgman:: ver detalhes da cervejariaEstiloSpecialty Beer  Álcool (%)5.2% ABVIBU20AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Lager (Chope)Visite o website,NA,Specialty Beer,5.2,SIM,Não é sazonal,20,5, Lager (Chope),3.5,7,4,14,4,7,34
Burgman Flanders Red,Burgman:: ver detalhes da cervejariaEstiloFlanders Red Ale  Álcool (%)6.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Flanders Red Ale,6.5,SIM,Não é sazonal,5,7, Tulipa,3,6,4,12,3,6,50
Burgman Lager,Burgman:: ver detalhes da cervejariaEstiloPremium American Lager  Álcool (%)5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Lager (Chope) CalderetaVisite o website,NA,Premium American Lager,5,SIM,Não é sazonal,5,7, Lager (Chope) Caldereta,2.7,5,3,10,3,5,45
Burgman Stout,Burgman:: ver detalhes da cervejariaEstiloSweet Stout  Álcool (%)6% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal PintVisite o website,NA,Sweet Stout,6,SIM,Não é sazonal,8,12, Pint,3.4,7,4,14,4,7,52
Burguesa,Casa di Conti:: ver detalhes da cervejariaEstiloStandard American Lager  Álcool (%)4.7% ABVIngredientesÁgua, Malte, Carboidratos e Lúpulo - Estabilizante INS 405, Antioxidante INS 223 e INS 316.AtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope)Visite o website,NA,Standard American Lager,4.7,SIM,Não é sazonal,223,316, Lager (Chope),2.2,4,3,9,3,5,35
Cacildis,Cervejaria Dortmund:: ver detalhes da cervejariaEstiloPremium American Lager  Álcool (%)5% ABVIngredientesÁgua, malte de cevada, lúpulo e levedura.AtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Pilsner,NA,Premium American Lager,5,SIM,Não é sazonal,NA,0, Pilsner,2.8,5,3,11,3,6,67
Cafuza Imperial India Black Ale,Cervejaria Serra de Três Pontas:: ver detalhes da cervejariaEstiloBlack IPA  Álcool (%)8.5% ABVIBU110IngredientesÁgua, malte de cevada, lúpulo e fermento.AtivaSIMSazonalAnual/SafradaTemperatura5-7 °C Copo ideal ConhaqueVisite o website,NA,Black IPA,8.5,SIM,Anual/Safrada,110,NA, Conhaque,4.2,8,5,17,4,8,38
Capivaryana,Companhia Nacional de Bebidas NobresEstiloPremium American Lager  Álcool (%)4.7% ABVIngredientesÁgua, malte e lúpulo. Antioxidante INS 316. Acidulante INS 270. Estabilizante INS 405.AtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope)Visite o website,NA,Premium American Lager,4.7,SIM,Não é sazonal,NA,316, Lager (Chope),2.5,5,3,10,3,5,38
Caracu,AmBev,Anheuser-InBev,Sweet Stout,5.4,SIM,Não é sazonal,NA,8, Taça Caldereta,2.6,5,3,10,3,5,246
Carlota Bier,Carlota BierEstiloBohemian Pilsener  Álcool (%)5.5% ABVIngredientesÁgua, maltes e lúpuloAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal PilsnerVisite o website,NA,Bohemian Pilsener,5.5,SIM,Não é sazonal,0,4, Pilsner,3.6,7,4,14,4,7,28
Carolweiss, Cervejaria CaseiraEstiloGerman Weizen  Álcool (%)4.6% ABVIngredientesÁgua, malte de trigo, malte de cevada, lúpulo e levedura.AtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Weizen,NA,German Weizen,4.6,SIM,Não é sazonal,NA,0, Weizen,3.5,7,3,14,4,7,31
1500,Casa di Conti:: ver detalhes da cervejariaEstiloPremium American Lager  Álcool (%)4.7% ABVIBU15Ingredienteságua, malte e lúpulo. Acidulante INS 270, estabilizante INS 405 e antioxidante INS 316AtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope)Visite o website,NA,Premium American Lager,4.7,SIM,Não é sazonal,15,NA, Lager (Chope),2.7,5,3,10,3,6,117
Cerpa Draft,Cerpa Cervejaria ParaenseEstiloLite American Lager  Álcool (%)4.5% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope)Visite o website,NA,Lite American Lager,4.5,SIM,Não é sazonal,0,4, Lager (Chope),2,3,3,7,2,4,37
Cerpa Export,Cerpa Cervejaria ParaenseEstiloPremium American Lager  Álcool (%)5.3% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Pilsner Lager (Chope) CalderetaVisite o website,NA,Premium American Lager,5.3,SIM,Não é sazonal,0,4, Pilsner Lager (Chope) Caldereta,2.1,4,3,8,2,4,164
Cerpa Gold,Cerpa Cervejaria ParaenseEstiloStandard American Lager  Álcool (%)4.5% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Pilsner Lager (Chope)Visite o website,NA,Standard American Lager,4.5,SIM,Não é sazonal,0,4, Pilsner Lager (Chope),2.1,4,2,8,2,4,69
Tijuca,Cerpa Cervejaria ParaenseEstiloPremium American Lager  Álcool (%)4.5% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Pilsner Lager (Chope) CalderetaVisite o website,NA,Premium American Lager,4.5,SIM,Não é sazonal,0,4, Pilsner Lager (Chope) Caldereta,2.2,4,3,8,3,4,82
Cerveja Invicta Black Cat,Cervejaria Invicta:: ver detalhes da cervejariaEstiloBlack IPA  Álcool (%)7.5% ABVIBU75AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,Black IPA,7.5,SIM,Não é sazonal,75,5, Pint,3.9,8,4,15,4,8,38
Sul Americana,Cervejaria Sankt Gallen:: ver detalhes da cervejariaEstiloClassic American Pilsner  Álcool (%)5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Lager (Chope) PilsnerVisite o website,NA,Classic American Pilsner,5,SIM,Não é sazonal,5,7, Lager (Chope) Pilsner,2.9,5,3,11,3,6,228
Chicago Blues Robust Smoked Porter,Gaudenbier Cervejaria:: ver detalhes da cervejariaEstiloOther Smoked Beer  Álcool (%)6.2% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Visite o website,NA,Other Smoked Beer,6.2,SIM,Não é sazonal,5,7,NA,3.5,7,4,14,3,7,40
Chopp do Fritz Dunkel,Cervejaria Chopp do FritzEstiloDark American Lager  Álcool (%)4% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Caneca Lager (Chope) CalderetaVisite o website,NA,Dark American Lager,4,SIM,Não é sazonal,8,12, Caneca Lager (Chope) Caldereta,2.3,4,3,8,2,4,29
Chopp Kalena Claro,KalenaEstiloStandard American Lager  Álcool (%)4.7% ABVAtivaSIMSazonalNão é sazonalVisite o website,NA,Standard American Lager,4.7,SIM,Não é sazonalVisite o website,NA,NA,NA,2.1,4,3,8,2,4,48
Kalena Escuro,KalenaEstiloMunich Dunkel  Álcool (%)4.7% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope),NA,Munich Dunkel,4.7,SIM,Não é sazonal,0,4, Lager (Chope),1.9,4,3,7,2,4,29
Cidade Imperial Clara,Imperial Premium BierEstiloPremium American Lager  Álcool (%)4.5% ABVIngredientesÁgua, malte, lúpulo e levedura.AtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Pilsner Caldereta,NA,Premium American Lager,4.5,SIM,Não é sazonal,NA,0, Pilsner Caldereta,2.6,5,3,10,3,5,51
Cidade Imperial Dunkel,Imperial Premium BierEstiloSchwarzbier  Álcool (%)4.5% ABVIngredientesÁgua, malte, lúpulo, corante de caramelo e levedura.AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Lager (Chope) CalderetaVisite o website,NA,Schwarzbier,4.5,SIM,Não é sazonal,NA,8, Lager (Chope) Caldereta,2.6,5,3,10,3,5,57
Cidade Imperial Helles Munchen,Imperial Premium BierEstiloMunich Helles  Álcool (%)5% ABVIngredientesÁgua, Malte, Lúpulo e LeveduraAtivaSIMSazonalInvernoTemperatura5-7 °C Copo ideal CanecaVisite o website,NA,Munich Helles,5,SIM,Inverno,5,7, Caneca,3,6,3,12,3,6,46
Cintra,Schincariol,Schincariol,Standard American Lager,4.7,SIM,Não é sazonal,405,0, Pilsner Lager (Chope),1.5,3,2,5,2,3,46
Cirilo coffee stout,Seasons:: ver detalhes da cervejariaEstiloAmerican Stout  Álcool (%)6% ABVIBU33Cor SRM34,00Ingredientesmaltes e grãos: 2-row Pale Ale, Munich II, Malte de Trigo, Cevada Tostada, Weyermann Carafa Special® Tipo I, Weyermann Carafa Special® Tipo III. lúpulos: Nugget. água: triplamente filtrada e devidamente ajustada com ácidos e sulfato de cálcio. fermentos: US-05 especiais: essência natural de baunilha Bourbon, café do Mercado tipo cerrado mineiro. AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa PintVisite o website,NA,American Stout,6,SIM,Não é sazonal,33,2, Tulipa Pint,3.8,8,4,15,4,7,34
Tupiniquim Citrus Bomb IPA,Cervejaria Tupiniquim:: ver detalhes da cervejariaEstiloImperial / Double IPA  Álcool (%)7.8% ABVIBU80AtivaSIMSazonalComemorativaTemperatura5-7 °C Copo ideal Pint,NA,Imperial / Double IPA,7.8,SIM,Comemorativa,80,5, Pint,4,8,4,16,4,8,27
Colônia Pilsen,INAB - Indústria Nacional de BebidasEstiloStandard American Lager  Álcool (%)4% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope)Visite o website,NA,Standard American Lager,4,SIM,Não é sazonal,0,4, Lager (Chope),1.4,3,2,5,2,3,68
Colorado Appia,Cervejaria Colorado:: ver detalhes da cervejaria,Anheuser-InBev,German Weizen,5.5,SIM,Não é sazonal,5,7, Weizen,3.2,6,3,13,3,6,418
Colorado Berthô,Cervejaria Colorado:: ver detalhes da cervejariaEstiloAmerican Brown Ale  Álcool (%)8% ABVAtivaSIMSazonalOutrosTemperatura5-7 °C Copo ideal PintVisite o website,NA,American Brown Ale,8,SIM,Outros,5,7, Pint,3.7,7,4,15,4,7,83
Colorado Cauim,Cervejaria Colorado:: ver detalhes da cervejaria,Anheuser-InBev,Premium American Lager,4.5,SIM,Não é sazonal,0,4, Pilsner Caldereta,2.9,5,3,11,3,6,302
